,20,40,60,80,100
Merkle Tree,0.0010008811950683594,0.0029578208923339844,0.003000497817993164,0.007953643798828125,0.013222694396972656
Accumulator: Batch,0.16108250617980957,0.310638427734375,0.47090792655944824,0.958580493927002,1.2525207996368408
Accumulator: Batch w. NI-PoE,0.11586689949035645,0.23474979400634766,0.35801005363464355,0.67814040184021,0.9790656566619873
