,20,40,60,80,100
Merkle Tree,5.004405975341797e-05,7.39455223083496e-05,5.0008296966552734e-05,9.942054748535156e-05,0.00013222694396972657
Accumulator: Batch,0.008054125308990478,0.007765960693359375,0.00784846544265747,0.011982256174087524,0.012525207996368408
Accumulator: Batch w. NI-PoE,0.005793344974517822,0.005868744850158691,0.005966834227244059,0.008476755023002625,0.009790656566619873
